# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = nullml_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = checking.data.R
# init = checking.init.R
# random
#   seed = 782630709
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha_raw,tau_theta,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,mu_theta,alpha
# Adaptation terminated
# Step size = 0.105792
# Diagonal elements of inverse mass matrix:
# 1.56706e-05, 0.131556, 0.0275045, 0.0321792, 0.0283959, 0.0340268, 0.0358156, 0.0274527, 1.37206
-8032,0.87121,0.105792,5,47,0,8038.42,0.0258174,3.71686,-6.84481,-7.2314,-6.78375,-6.8765,-6.6805,-6.79801,-3.31621,1.29456
-8033.01,0.85308,0.105792,5,47,0,8037.38,0.0210604,6.7768,-6.54957,-6.9618,-6.5063,-6.53781,-6.43657,-6.80174,0.272525,1.23442
-8034.65,0.979061,0.105792,4,15,0,8038.56,0.022034,6.15082,-6.48611,-7.29649,-6.58492,-6.51792,-6.56815,-6.6564,0.594615,1.2465
-8033.38,0.996857,0.105792,4,31,0,8037.49,0.0242247,11.3633,-6.83989,-7.08131,-6.63818,-6.69128,-6.69776,-6.81992,-0.963235,1.27411
-8032.18,0.968196,0.105792,4,31,0,8035.64,0.0246653,4.8566,-6.66334,-7.47251,-6.6905,-6.68321,-6.72588,-6.85217,-0.0260747,1.27974
-8030.32,0.806886,0.105792,4,15,0,8035.75,0.0249489,7.28794,-6.78832,-7.20502,-6.81041,-6.79677,-6.68245,-6.87487,-1.07074,1.28337
-8032.54,0.990348,0.105792,3,15,0,8038.17,0.0258961,8.23387,-6.83202,-7.11649,-6.77249,-6.8571,-6.68054,-6.90053,-1.15973,1.29558
-8028.5,0.985422,0.105792,4,15,0,8034.49,0.0263938,7.4571,-6.79254,-7.45524,-6.8187,-6.70427,-6.83633,-7.04443,-0.635114,1.30205
-8028.61,0.967189,0.105792,4,31,0,8033.11,0.0255905,4.37438,-6.79911,-7.31051,-6.75897,-6.8039,-6.68299,-6.91502,-0.659058,1.29163
-8030.94,0.954678,0.105792,4,15,0,8034.78,0.0251975,4.83581,-6.6393,-7.40643,-6.74677,-6.61358,-6.81152,-6.89276,-0.46291,1.28656
-8033.91,0.94695,0.105792,5,63,0,8041,0.0286081,12.4577,-7.13109,-7.40625,-7.02291,-6.94582,-6.86055,-6.98728,-0.161509,1.3312
-8030.35,0.989124,0.105792,4,15,0,8035.39,0.027883,9.8984,-6.83546,-7.52945,-6.90145,-6.90646,-7.07907,-7.01198,0.324069,1.32158
-8031.72,0.984498,0.105792,4,15,0,8034.01,0.0280613,8.5399,-6.81746,-7.52724,-6.98897,-6.84305,-7.07294,-6.91231,0.364437,1.32394
-8031.25,0.941788,0.105792,5,47,0,8034.37,0.0295221,4.75685,-6.88716,-7.6151,-7.0461,-6.9539,-7.1293,-7.19901,-2.12593,1.34342
-8029.82,0.975811,0.105792,5,63,0,8036,0.0281217,7.44597,-7.01924,-7.43785,-7.00914,-6.841,-6.82475,-6.9746,-0.714967,1.32474
-8029.52,0.802693,0.105792,4,31,0,8036.63,0.0289957,5.76285,-7.00752,-7.54858,-6.99413,-6.75215,-6.99665,-7.07619,-1.56745,1.33637
-8030.77,0.998753,0.105792,5,63,0,8033.94,0.025768,10.3957,-6.72963,-7.28272,-6.74592,-6.89971,-6.7121,-6.87259,0.672971,1.29392
-8030.05,0.969252,0.105792,4,15,0,8036.81,0.025401,10.4617,-6.80825,-7.29226,-6.72386,-6.85989,-6.65802,-6.87941,0.157268,1.28918
-8030.41,0.957831,0.105792,6,79,0,8036.98,0.030107,8.15446,-7.04699,-7.54232,-7.13175,-7.14303,-7.00799,-7.2045,-0.614417,1.3513
-8030.44,0.99227,0.105792,4,15,0,8033.86,0.0296111,9.74786,-6.99491,-7.70334,-7.04124,-6.87667,-7.09197,-7.01202,0.240504,1.34462
-8029.14,0.979503,0.105792,5,63,0,8034.04,0.0299213,7.66361,-7.10796,-7.65829,-7.07865,-6.99762,-6.94815,-7.22738,-0.559462,1.3488
-8032.75,0.935518,0.105792,6,79,0,8037.22,0.0217655,4.84931,-6.46534,-7.02871,-6.51179,-6.37442,-6.63491,-6.81487,-1.41921,1.24316
-8030.73,0.987816,0.105792,4,15,0,8035.95,0.0216176,5.62685,-6.61054,-6.98653,-6.45835,-6.47591,-6.55215,-6.67075,-1.0417,1.24132
-8033.96,0.942607,0.105792,6,79,0,8039.64,0.0281331,2.77558,-7.05103,-7.51289,-6.91714,-6.78991,-6.94668,-6.87672,-3.97619,1.32489
-8035.79,0.977331,0.105792,4,31,0,8039.94,0.0276977,4.31343,-6.77653,-7.43713,-6.92795,-6.95858,-6.76244,-7.2834,-2.28154,1.31914
-8033.41,0.957752,0.105792,4,15,0,8038.16,0.0284999,5.3282,-7.0815,-7.51692,-6.9823,-6.76921,-7.07846,-6.84372,-1.83458,1.32976
-8031.84,0.833497,0.105792,4,15,0,8036.89,0.0288438,4.35101,-6.85999,-7.5522,-6.9293,-6.99594,-6.89494,-7.10986,-0.508293,1.33434
-8029.86,0.999064,0.105792,4,15,0,8033.18,0.0290758,4.34154,-6.96159,-7.47832,-6.95637,-6.9171,-6.93225,-7.1575,-1.01043,1.33744
-8029.61,0.992345,0.105792,4,31,0,8033.67,0.0302159,4.4307,-7.01298,-7.61509,-7.07253,-6.95982,-7.03685,-7.08249,-2.56686,1.35278
-8028.36,0.999124,0.105792,5,31,0,8030.84,0.0296814,8.31251,-7.04904,-7.5755,-7.08067,-6.94628,-7.03324,-7.11878,0.377559,1.34556
-8029.94,0.885718,0.105792,5,31,0,8031.95,0.0285817,10.136,-6.9962,-7.63497,-6.95756,-7.05087,-6.93308,-6.98235,0.0332953,1.33085
-8031,0.839043,0.105792,5,31,0,8033.32,0.028853,3.43335,-7.01296,-7.52056,-6.95785,-6.89708,-7.10119,-7.18905,-2.59828,1.33446
-8028.79,0.999675,0.105792,4,15,0,8031.71,0.0288951,4.44558,-6.9805,-7.58256,-7.01529,-6.97726,-6.93803,-6.99485,-2.68882,1.33503
-8029.67,0.9651,0.105792,4,15,0,8030.43,0.0287843,4.07856,-6.9796,-7.48104,-6.9552,-6.94255,-7.04453,-7.09318,-3.14725,1.33355
-8032.44,0.980151,0.105792,4,15,0,8035.18,0.0279487,3.98496,-7.01845,-7.36133,-6.93713,-6.86024,-7.03015,-7.0958,-3.4499,1.32245
-8030.52,0.892747,0.105792,4,15,0,8035.25,0.0271534,4.92562,-6.88314,-7.50236,-6.90762,-6.79368,-6.96979,-7.10627,-2.76718,1.31198
-8029.93,0.986438,0.105792,5,63,0,8036.21,0.0243829,4.75463,-6.75718,-7.25057,-6.74421,-6.69341,-6.59745,-6.91503,-0.669102,1.27613
-8028.5,0.998815,0.105792,5,47,0,8033.79,0.0253363,6.56079,-6.7054,-7.34141,-6.70662,-6.75762,-6.68037,-6.93147,-0.29472,1.28835
-8029.39,0.995482,0.105792,4,15,0,8032.05,0.0267393,6.61376,-6.90341,-7.27522,-6.83896,-6.77795,-6.85083,-6.85703,0.457392,1.30655
-8032.03,0.675369,0.105792,4,31,0,8041.56,0.0277704,9.18117,-6.77862,-7.57081,-6.9016,-6.75777,-6.81862,-7.02215,-1.67869,1.3201
-8028.47,0.959226,0.105792,4,15,0,8033.07,0.0259541,7.41442,-6.89033,-7.29283,-6.79114,-6.8541,-6.8113,-6.88803,-0.60736,1.29634
-8032.98,0.990759,0.105792,5,47,0,8034.96,0.0222323,6.95404,-6.52908,-7.30054,-6.53887,-6.39646,-6.57286,-6.73434,-0.662326,1.24898
-8035.27,0.819994,0.105792,4,15,0,8039.9,0.0245585,5.83306,-6.76463,-7.09634,-6.67739,-6.66711,-6.53401,-6.55966,-0.366672,1.27837
-8030.51,0.915941,0.105792,4,15,0,8037.05,0.0247586,5.44519,-6.64437,-7.26509,-6.62556,-6.63599,-6.64127,-6.74963,-0.930592,1.28093
-8032.88,0.877963,0.105792,4,31,0,8036.03,0.0235858,5.3077,-6.75593,-7.18343,-6.71447,-6.68259,-6.69508,-6.892,0.129996,1.26599
-8027.2,0.989288,0.105792,5,47,0,8034.27,0.0286908,7.00465,-6.95687,-7.49145,-6.99046,-6.96843,-6.95511,-7.09493,-1.01749,1.3323
-8028.31,0.978065,0.105792,4,31,0,8029.83,0.0303301,6.20159,-7.1061,-7.69235,-7.10529,-6.9652,-7.08555,-7.09147,-1.41807,1.35432
-8029.28,0.856479,0.105792,4,15,0,8036.91,0.0298177,6.29033,-7.15134,-7.67381,-7.08379,-6.96694,-7.05747,-7.09346,-1.67222,1.3474
-8032.87,0.992955,0.105792,4,15,0,8034.87,0.0302823,8.80754,-7.07245,-7.44215,-7.06769,-7.1256,-7.12168,-7.21093,-1.58653,1.35368
-8032.54,0.999915,0.105792,4,15,0,8037.28,0.0288555,6.58399,-6.98745,-7.78114,-7.00939,-6.87235,-6.93172,-7.08307,-2.45421,1.3345
-8029.43,0.999439,0.105792,4,15,0,8035.28,0.0304741,6.44353,-7.10388,-7.58886,-7.09377,-7.14877,-6.99853,-7.13579,-1.54424,1.35627
-8035.06,0.651721,0.105792,5,47,0,8038.12,0.0276911,3.2001,-6.92275,-7.59387,-7.01002,-6.77474,-7.05295,-7.08391,-3.19202,1.31905
-8034.15,0.967202,0.105792,4,31,0,8038.84,0.0268698,3.42602,-6.98612,-7.57778,-6.87609,-6.71515,-6.90473,-7.08522,-2.55532,1.30826
-8030.7,0.998467,0.105792,4,15,0,8035.96,0.0277509,3.67183,-6.88007,-7.45856,-6.98783,-6.84597,-6.83356,-6.87705,-2.60402,1.31984
-8030.2,0.951344,0.105792,4,31,0,8034.15,0.0269672,3.69089,-6.88295,-7.41938,-6.927,-6.77975,-6.78518,-6.95997,-3.2931,1.30953
-8029.92,0.992489,0.105792,5,39,0,8032.86,0.0266019,11.4441,-6.90536,-7.47196,-6.79427,-6.78977,-6.83352,-6.92261,0.754489,1.30476
-8029.15,0.926623,0.105792,4,31,0,8036.07,0.0254051,6.25404,-6.71244,-7.30467,-6.80056,-6.64897,-6.89104,-6.80932,-0.836095,1.28924
-8030.23,0.926723,0.105792,4,15,0,8034.79,0.0255269,5.78421,-6.62157,-7.33381,-6.75462,-6.81871,-6.77988,-6.90494,-1.62511,1.29081
-8029.46,0.984136,0.105792,4,31,0,8032.96,0.027027,6.96189,-6.96237,-7.38332,-6.87791,-6.72294,-6.7532,-6.95739,0.305095,1.31032
-8029.24,0.809725,0.105792,4,15,0,8034.22,0.025661,7.99342,-6.7694,-7.35842,-6.78212,-6.85656,-6.85214,-6.96902,0.272582,1.29254
-8027.21,0.998348,0.105792,4,31,0,8034.67,0.0257274,6.74318,-6.76053,-7.3873,-6.77222,-6.69517,-6.75595,-6.84118,-0.572255,1.2934
-8028.32,0.955181,0.105792,4,15,0,8029.96,0.026249,6.86659,-6.82529,-7.26128,-6.78245,-6.75909,-6.87473,-6.97739,-0.199833,1.30016
-8029.62,0.992994,0.105792,5,47,0,8031.17,0.0262963,6.27994,-6.80094,-7.46108,-6.82598,-6.65444,-6.81062,-6.77783,-0.164761,1.30078
-8031.11,0.927101,0.105792,5,31,0,8033.59,0.0231243,8.77982,-6.56235,-7.02714,-6.58165,-6.60931,-6.53293,-6.84488,-0.0373126,1.26017
-8031.65,0.876743,0.105792,5,47,0,8037.44,0.0254719,3.63271,-6.81831,-7.4267,-6.82229,-6.69373,-6.77673,-6.74903,-1.34433,1.2901
-8030.93,0.995581,0.105792,4,15,0,8034.85,0.0255235,5.91318,-6.69651,-7.20616,-6.71975,-6.75801,-6.74149,-7.01433,-2.32345,1.29076
-8031.5,0.998296,0.105792,5,63,0,8033.52,0.0251861,5.87164,-6.753,-7.24454,-6.76317,-6.78524,-6.72711,-7.08479,-2.41213,1.28642
-8032.15,0.982062,0.105792,4,15,0,8035.87,0.0257619,5.16658,-6.70986,-7.26326,-6.8524,-6.81717,-6.68151,-7.08719,-1.30563,1.29385
-8028.76,1,0.105792,4,15,0,8034.07,0.0271663,5.04168,-6.96565,-7.48663,-6.88337,-6.78495,-6.9295,-6.88328,-0.879694,1.31214
-8030.58,0.769932,0.105792,4,31,0,8034.91,0.0281878,7.58163,-6.95695,-7.49241,-6.93974,-6.76416,-6.98118,-6.82215,-0.551626,1.32562
-8032.87,0.905653,0.105792,5,47,0,8037.65,0.024414,3.13562,-6.70979,-7.21953,-6.7343,-6.77994,-6.6474,-7.01311,-2.84665,1.27652
-8030.6,0.948896,0.105792,5,63,0,8036.32,0.0270198,4.18911,-6.83288,-7.40312,-6.83368,-6.84542,-6.86991,-6.82436,-3.44711,1.31022
-8030.31,0.936179,0.105792,5,31,0,8033.43,0.0257878,9.33072,-6.75388,-7.31327,-6.80706,-6.82901,-6.79478,-6.9079,1.59392,1.29418
-8030.4,0.968175,0.105792,4,31,0,8033.61,0.0259988,10.7295,-6.86676,-7.43781,-6.7943,-6.61486,-6.78934,-6.82249,-0.454286,1.29692
-8033.5,0.904188,0.105792,4,15,0,8035.23,0.0262502,13.3654,-6.75545,-7.27558,-6.88781,-6.95365,-6.8208,-6.93329,0.695405,1.30018
-8033.03,0.993937,0.105792,5,47,0,8041.89,0.0220806,3.6093,-6.53521,-7.10055,-6.4784,-6.35814,-6.45811,-6.78823,-2.09963,1.24708
-8028.93,0.998208,0.105792,5,31,0,8035.09,0.0240215,7.11448,-6.6774,-7.26747,-6.66484,-6.5775,-6.59805,-6.82209,0.600996,1.27152
-8032.6,0.73732,0.105792,4,31,0,8038.84,0.025187,4.65591,-6.68487,-7.12089,-6.71119,-6.72478,-6.65994,-6.73258,-2.92549,1.28643
-8028.47,0.793074,0.105792,4,15,0,8034.46,0.0242132,3.84904,-6.71492,-7.24343,-6.6554,-6.59413,-6.68747,-6.78072,-2.17621,1.27396
-8029.25,0.94713,0.105792,6,63,0,8031.3,0.0302732,4.35806,-7.08555,-7.74299,-7.09958,-7.05729,-7.07986,-7.17732,-2.30424,1.35355
-8030.22,0.936803,0.105792,5,63,0,8031.86,0.029728,3.98246,-7.03426,-7.73261,-7.0966,-6.97172,-7.03344,-7.12407,-2.55596,1.34619
-8031.06,0.565663,0.105792,4,15,0,8036.58,0.0296618,5.11095,-7.10881,-7.56334,-7.00707,-6.99827,-7.00607,-7.11811,-3.35985,1.3453
-8030.8,0.933153,0.105792,5,47,0,8035.19,0.0308327,4.77228,-7.0572,-7.7589,-7.06879,-7.03374,-7.18337,-7.17698,-0.554687,1.36115
-8029.69,0.97263,0.105792,5,31,0,8032.09,0.0304495,6.02723,-7.16216,-7.61941,-7.11668,-7.13086,-7.02832,-7.13899,-2.02985,1.35594
-8030.29,0.95466,0.105792,4,15,0,8032.86,0.0306774,6.44135,-7.14242,-7.7377,-7.16062,-6.97087,-7.0796,-7.21004,-2.25971,1.35903
-8030.2,0.999766,0.105792,5,47,0,8032.52,0.0270786,6.95658,-6.95618,-7.47417,-6.86966,-6.71654,-6.80508,-7.00971,0.946681,1.31099
-8031.56,0.901032,0.105792,4,15,0,8033.89,0.027315,7.43923,-6.75817,-7.52546,-6.87498,-6.75263,-6.78471,-6.97766,1.01979,1.3141
-8028.86,0.875157,0.105792,5,63,0,8036.87,0.0294241,10.5268,-6.95379,-7.54187,-7.03506,-6.99131,-7.04564,-7.1512,-0.594024,1.34211
-8030.71,0.9849,0.105792,4,15,0,8033.05,0.0290677,8.5905,-7.0456,-7.45205,-7.01039,-7.08391,-6.93041,-7.20791,-0.659825,1.33733
-8032.09,0.567251,0.105792,4,31,0,8039.57,0.0303734,7.88065,-7.12543,-7.7041,-7.16933,-7.10579,-7.28934,-7.15156,-1.07221,1.35491
-8028,0.99938,0.105792,6,127,0,8033.83,0.026488,6.38469,-6.82128,-7.43549,-6.79978,-6.76039,-6.89076,-6.8634,-1.79615,1.30328
-8030.02,0.992216,0.105792,4,15,0,8031.91,0.0263727,6.97742,-6.88011,-7.38671,-6.84159,-6.71466,-6.81497,-6.78145,-2.4234,1.30177
-8027.66,0.923285,0.105792,5,63,0,8032.37,0.0247328,5.8048,-6.67325,-7.27077,-6.68218,-6.66881,-6.68283,-6.88128,-0.689219,1.2806
-8027.7,0.904326,0.105792,4,31,0,8032.03,0.0248654,5.506,-6.71713,-7.27759,-6.67962,-6.61119,-6.7245,-6.85101,-1.02426,1.2823
-8030.61,0.798062,0.105792,6,79,0,8034.52,0.0268113,10.3293,-6.83215,-7.42963,-6.91646,-6.98542,-6.87114,-6.96591,-0.356394,1.30749
-8030.61,0.89203,0.105792,5,47,0,8036.28,0.0249035,4.59485,-6.7979,-7.29994,-6.79862,-6.62975,-6.71206,-6.83667,-0.12185,1.28279
-8028.15,0.847467,0.105792,4,15,0,8033.61,0.0255209,5.51365,-6.84181,-7.2834,-6.73741,-6.70971,-6.80174,-6.9436,-0.506355,1.29073
-8028.68,0.894446,0.105792,4,31,0,8030.34,0.0248749,7.61433,-6.69942,-7.30082,-6.77025,-6.75788,-6.73997,-6.75337,-0.665238,1.28242
-8032.41,0.987733,0.105792,4,31,0,8036.06,0.0253492,5.04827,-6.85612,-7.40845,-6.76119,-6.64067,-6.58709,-6.69656,-1.89947,1.28852
-8033.98,0.703794,0.105792,4,15,0,8036.06,0.0232934,5.23795,-6.58808,-7.09155,-6.64817,-6.69095,-6.79936,-6.96858,-1.48022,1.2623
-8032.97,0.843534,0.105792,4,15,0,8041.12,0.0242971,5.09845,-6.62973,-7.05386,-6.63957,-6.66482,-6.78496,-6.97196,-1.50111,1.27503
-8029.94,0.758704,0.105792,4,15,0,8040.8,0.0257031,4.41491,-6.7291,-7.41355,-6.76638,-6.80005,-6.6102,-6.82579,-1.34041,1.29308
-8032.74,0.901245,0.105792,4,15,0,8036.63,0.0238154,4.65379,-6.82026,-7.16551,-6.66444,-6.48544,-6.79688,-6.78151,-1.51151,1.2689
-8031.59,0.999293,0.105792,4,31,0,8036.77,0.0234696,3.68467,-6.57296,-7.1941,-6.63588,-6.66472,-6.53912,-6.60198,-2.55142,1.26452
-8033.51,0.996106,0.105792,4,15,0,8036.3,0.0228812,3.26347,-6.63237,-7.2357,-6.56585,-6.46357,-6.40018,-6.75116,-3.2376,1.25711
-8029.75,0.935989,0.105792,5,31,0,8037.75,0.0245457,5.01885,-6.69686,-7.38722,-6.73255,-6.63891,-6.63264,-6.79011,-0.297251,1.27821
-8030.06,0.93644,0.105792,4,15,0,8033.92,0.0251012,6.56237,-6.86917,-7.27059,-6.71759,-6.77403,-6.84932,-6.92311,-0.809088,1.28533
-8028.43,0.946512,0.105792,4,23,0,8035.2,0.0256966,7.03726,-6.85583,-7.25151,-6.76434,-6.77422,-6.84682,-6.88401,-1.42409,1.293
-8030.54,1,0.105792,5,31,0,8032.15,0.0234117,9.43618,-6.62358,-7.26733,-6.59448,-6.57325,-6.55218,-6.75214,0.9216,1.26379
-8032.47,0.866753,0.105792,5,63,0,8036.72,0.0249092,17.667,-6.736,-7.31556,-6.75899,-6.7387,-6.81654,-6.88113,-1.25176,1.28286
-8031.85,0.99192,0.105792,5,31,0,8033.99,0.0278708,3.93856,-6.90859,-7.46403,-6.99403,-6.92646,-6.97173,-7.04899,-0.100924,1.32142
-8035.49,0.877208,0.105792,5,31,0,8037.04,0.0254282,19.4989,-6.7139,-7.25972,-6.67047,-6.675,-6.79173,-6.71347,-0.808228,1.28953
-8034.24,0.906161,0.105792,4,15,0,8039.31,0.0237833,23.3913,-6.67825,-7.26223,-6.65923,-6.69245,-6.56608,-6.81468,-0.831801,1.2685
-8031.08,0.954828,0.105792,5,31,0,8037.6,0.0265377,13.0035,-6.78661,-7.27457,-6.81991,-6.67496,-6.85036,-6.90126,-1.22769,1.30392
-8029.15,0.868462,0.105792,5,63,0,8033.76,0.0269479,12.1265,-6.85901,-7.41608,-6.84356,-6.89424,-6.76805,-6.96683,-0.959745,1.30928
-8029.05,0.971757,0.105792,4,31,0,8034.38,0.0264126,6.9551,-6.88605,-7.30482,-6.86577,-6.79246,-6.71484,-6.84648,0.0840491,1.30229
-8029.8,0.98436,0.105792,4,31,0,8032.01,0.0259518,4.80491,-6.78827,-7.43426,-6.76574,-6.80944,-6.86722,-6.97692,-0.0928344,1.2963
-8030.54,0.99375,0.105792,4,15,0,8032.79,0.026205,4.71444,-6.84429,-7.41083,-6.71943,-6.84187,-6.8525,-6.96139,-0.585056,1.29959
-8031.61,0.978608,0.105792,4,15,0,8039.52,0.0271009,4.55185,-6.93172,-7.41074,-6.81643,-6.79194,-6.80686,-7.10472,-3.37108,1.31129
-8031.01,0.996117,0.105792,4,31,0,8039.77,0.0263749,5.09151,-6.91212,-7.30161,-6.83139,-6.6623,-6.89072,-7.0102,-2.82782,1.3018
-8030.62,0.999777,0.105792,4,15,0,8032.59,0.0267061,4.57465,-6.8542,-7.34857,-6.81756,-6.66335,-6.95338,-7.03734,-2.67485,1.30612
-8029.95,0.991969,0.105792,5,63,0,8034.76,0.0255616,3.77402,-6.76764,-7.44118,-6.78549,-6.67357,-6.63634,-6.86225,-1.98384,1.29126
-8028.29,0.999702,0.105792,5,63,0,8033.03,0.0266954,6.60164,-6.90267,-7.30394,-6.8308,-6.78363,-6.91765,-6.86107,-0.72373,1.30598
-8029.33,0.973111,0.105792,5,47,0,8035.75,0.0272301,5.81395,-6.81782,-7.38615,-6.91032,-6.82575,-7.04419,-6.91598,-0.549033,1.31298
-8028.22,0.999985,0.105792,4,15,0,8030.66,0.0263685,6.21496,-6.88911,-7.33806,-6.78974,-6.83047,-6.70835,-6.95769,-0.51012,1.30172
-8031.46,0.900985,0.105792,6,63,0,8033.89,0.0224276,9.0232,-6.69389,-7.10686,-6.57012,-6.52216,-6.66938,-6.6415,0.0579517,1.25142
-8029.59,0.996743,0.105792,4,15,0,8035.18,0.0232312,7.312,-6.61257,-7.21774,-6.62798,-6.61435,-6.6392,-6.87612,-1.42104,1.26151
-8035.43,0.973505,0.105792,4,15,0,8037.89,0.0239773,6.14914,-6.60569,-7.25094,-6.65001,-6.71417,-6.53408,-6.48542,-1.28036,1.27096
-8035.77,0.900948,0.105792,6,63,0,8039.37,0.0289477,7.86209,-7.02636,-7.42323,-7.00531,-6.93855,-7.124,-7.40501,-0.230757,1.33573
-8031.74,0.999827,0.105792,5,63,0,8039.08,0.0279239,8.7543,-6.88368,-7.60191,-6.98815,-6.91136,-6.79877,-6.87539,0.523136,1.32212
-8029.28,0.930933,0.105792,4,15,0,8033.79,0.0280361,7.10465,-6.93655,-7.46338,-6.85981,-6.84273,-7.05146,-7.03957,-1.07952,1.32361
-8029.3,0.909935,0.105792,4,15,0,8032.35,0.0281676,7.2245,-6.97097,-7.37477,-6.98466,-6.87543,-7.00127,-6.92108,-0.743235,1.32535
-8029.85,0.794388,0.105792,4,31,0,8034.06,0.026394,4.81214,-6.82777,-7.48965,-6.75428,-6.76857,-6.75022,-6.99038,-2.16393,1.30205
-8029.42,0.97082,0.105792,4,31,0,8034.66,0.0264266,6.54272,-6.87154,-7.30827,-6.77102,-6.79722,-6.90008,-6.80953,-1.64611,1.30247
-8028.79,0.941235,0.105792,4,31,0,8032.03,0.026814,6.81915,-6.90315,-7.31632,-6.80025,-6.76986,-6.87478,-6.84473,-0.713618,1.30753
-8030.11,0.897046,0.105792,4,31,0,8033.36,0.0260075,7.8803,-6.84021,-7.36436,-6.70633,-6.72148,-6.90722,-6.91634,-0.776201,1.29703
-8030.69,0.996811,0.105792,4,15,0,8033.37,0.0269823,9.99896,-6.86668,-7.28837,-6.89694,-6.79511,-6.69664,-6.89678,-0.973844,1.30973
-8032.1,0.844602,0.105792,5,47,0,8037.73,0.0305189,6.95405,-7.0414,-7.6521,-7.18175,-6.90573,-7.14418,-7.16543,0.741664,1.35688
-8033.92,0.758014,0.105792,4,15,0,8037.26,0.030864,8.68325,-7.07676,-7.84241,-7.03003,-7.0663,-7.06599,-7.06823,0.216312,1.36157
-8033.18,0.92093,0.105792,4,31,0,8039.14,0.0313835,5.19391,-7.16338,-7.60394,-7.23226,-7.06101,-7.29477,-7.14254,-0.0768242,1.36866
-8032.05,0.932051,0.105792,4,15,0,8039.64,0.030987,6.84722,-7.09253,-7.8451,-7.11627,-7.23503,-7.2253,-7.10909,-1.08764,1.36325
-8037.78,0.895001,0.105792,4,15,0,8041.88,0.031705,8.50929,-7.26172,-7.97034,-7.16861,-7.04167,-7.18973,-6.97762,-0.922389,1.37307
-8031.57,0.74441,0.105792,5,63,0,8042.97,0.026892,9.84188,-6.89309,-7.3446,-6.78971,-6.88664,-6.78548,-7.13795,0.0766574,1.30855
-8029.33,0.991803,0.105792,4,31,0,8034.12,0.0279608,7.70439,-6.91556,-7.33516,-6.94165,-6.9203,-6.85009,-7.10366,-0.803825,1.32261
-8029.56,0.983337,0.105792,4,15,0,8032.5,0.02673,6.61746,-6.81992,-7.46217,-6.80807,-6.99052,-6.81294,-6.97187,-0.365854,1.30643
-8029.37,0.614718,0.105792,4,15,0,8034.17,0.0266246,5.60421,-6.90303,-7.4195,-6.92038,-6.78701,-6.74829,-6.87659,-0.761896,1.30506
-8029.09,0.845208,0.105792,5,31,0,8035.8,0.0261612,10.259,-6.88631,-7.38177,-6.83026,-6.6706,-6.79083,-6.94812,0.175756,1.29902
-8030.38,0.977984,0.105792,5,63,0,8034.29,0.0296861,4.29949,-7.14515,-7.64927,-7.0708,-6.92694,-7.05478,-7.04249,-2.46656,1.34563
-8029.99,0.995216,0.105792,4,31,0,8034.73,0.0295198,8.71612,-6.90151,-7.57601,-7.06662,-7.05031,-6.98527,-7.11479,-0.0362576,1.34339
-8030.33,0.977687,0.105792,4,15,0,8032.87,0.0293733,6.61669,-7.1366,-7.50973,-6.986,-6.91013,-7.03006,-7.12716,0.181882,1.34143
-8031.46,0.888734,0.105792,5,47,0,8037.78,0.0250137,7.84621,-6.65275,-7.36801,-6.65827,-6.82642,-6.70142,-6.90322,-1.26378,1.2842
-8032.3,0.988685,0.105792,4,15,0,8034.77,0.0272525,10.0996,-6.94536,-7.33171,-6.90241,-6.70217,-6.76784,-6.80614,-0.891889,1.31328
-8030.6,0.871723,0.105792,4,31,0,8037.47,0.026801,8.52035,-6.92085,-7.46457,-6.79236,-6.78486,-6.91897,-6.96636,-2.26037,1.30736
-8032.99,0.720598,0.105792,5,63,0,8039.71,0.0227675,12.9951,-6.63451,-7.15245,-6.6588,-6.67842,-6.56758,-6.77434,0.384148,1.25568
-8029.69,0.943698,0.105792,4,15,0,8035.16,0.0251837,11.8016,-6.75215,-7.24965,-6.74358,-6.57194,-6.72783,-6.81501,0.0641589,1.28639
-8033.18,0.814191,0.105792,4,15,0,8040.01,0.0244306,13.4068,-6.85183,-7.33813,-6.66906,-6.62393,-6.60142,-6.73853,-0.045152,1.27674
-8033.58,0.970692,0.105792,4,31,0,8035.61,0.0241984,12.5362,-6.85628,-7.34896,-6.66992,-6.61887,-6.60603,-6.73709,-0.118174,1.27377
