# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = nullml_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = checking.data.R
# init = checking.init.R
# random
#   seed = 782630709
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha_raw,tau_theta,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,mu_theta,alpha
# Adaptation terminated
# Step size = 0.105792
# Diagonal elements of inverse mass matrix:
# 1.56706e-05, 0.131556, 0.0275045, 0.0321792, 0.0283959, 0.0340268, 0.0358156, 0.0274527, 1.37206
-8033.84,0.944761,0.105792,4,15,0,8037.93,0.0246489,12.6377,-6.71957,-7.38655,-6.76818,-6.59903,-6.78666,-6.65151,-0.534673,1.27953
-8033.4,1,0.105792,5,31,0,8040.07,0.025343,8.825,-6.74725,-7.20803,-6.80487,-6.80533,-6.69341,-7.05219,-2.49391,1.28844
-8034.49,0.946488,0.105792,4,15,0,8038.83,0.0242876,7.04532,-6.68813,-7.43432,-6.68299,-6.71388,-6.58907,-7.00059,-2.39878,1.27491
-8033.93,0.997338,0.105792,4,15,0,8040.21,0.0262709,5.4554,-6.86645,-7.2809,-6.81909,-6.51716,-6.76215,-6.782,-2.47826,1.30045
-8032.11,0.949557,0.105792,5,63,0,8037.57,0.0276015,4.7237,-6.76088,-7.44399,-6.82971,-6.97072,-6.85593,-7.01915,-2.32957,1.31787
-8029.3,1,0.105792,4,15,0,8034.77,0.0266421,5.3626,-6.82333,-7.40614,-6.86292,-6.94403,-6.873,-7.01034,-2.33556,1.30528
-8032.19,0.991888,0.105792,4,15,0,8035.36,0.0274044,5.78729,-6.78663,-7.48667,-6.82901,-7.03708,-6.89321,-6.91721,-2.26717,1.31527
-8031.16,0.917299,0.105792,4,15,0,8037.18,0.0266099,5.09268,-6.88068,-7.36706,-6.84874,-7.03821,-6.92219,-6.91919,-1.94719,1.30486
-8030.58,0.968825,0.105792,6,79,0,8035.23,0.0294862,6.20724,-7.09455,-7.68579,-7.03337,-6.83006,-6.99203,-7.20701,-1.50749,1.34294
-8029.05,0.800441,0.105792,4,15,0,8033.73,0.0302365,6.08678,-7.12017,-7.70524,-7.03819,-7.00839,-6.9946,-7.11837,-1.31502,1.35305
-8036.21,0.987376,0.105792,5,47,0,8038.31,0.03127,5.78994,-7.14574,-7.52508,-7.21549,-7.32022,-7.23487,-7.32078,-1.32331,1.36711
-8035.97,1,0.105792,4,15,0,8041.97,0.0316081,6.39913,-7.09068,-7.87798,-7.14189,-6.95281,-7.20237,-7.42922,-2.25267,1.37174
-8031.78,0.963661,0.105792,4,15,0,8038.7,0.0313711,6.54074,-7.15666,-7.87592,-7.12063,-7.05986,-7.22666,-7.23802,-2.20823,1.36849
-8030.54,0.994926,0.105792,5,63,0,8034.63,0.0279868,4.35643,-6.95858,-7.47548,-6.86521,-6.98272,-7.0203,-7.06857,-0.699713,1.32296
-8029.1,0.907693,0.105792,4,31,0,8036.28,0.0280136,5.14465,-6.87573,-7.55675,-6.91054,-6.93509,-6.95627,-7.09838,-0.110005,1.32331
-8029.93,0.942463,0.105792,5,47,0,8033.39,0.0275215,9.38438,-6.91915,-7.45318,-6.93554,-6.69976,-6.89182,-7.1001,0.102101,1.31681
-8032.73,0.86294,0.105792,4,15,0,8035.74,0.0276589,11.5925,-6.89209,-7.42869,-6.92731,-7.12557,-6.87844,-7.07408,0.388993,1.31862
-8033.9,0.688584,0.105792,5,47,0,8040.74,0.0260907,6.24563,-6.91838,-7.48368,-6.73599,-6.58614,-6.89584,-6.94929,0.318252,1.29811
-8033.17,0.99686,0.105792,4,15,0,8038.01,0.027419,8.01898,-6.75071,-7.50173,-6.97251,-6.94209,-6.73688,-6.90622,-0.995227,1.31546
-8030.9,0.831817,0.105792,4,15,0,8039.9,0.0279116,9.10018,-7.00375,-7.41172,-6.88447,-6.73239,-6.90388,-7.02615,-1.79153,1.32196
-8029.54,0.995134,0.105792,4,15,0,8034.91,0.0271866,7.83288,-6.78221,-7.42844,-6.86198,-6.90818,-6.92363,-7.06584,-1.7186,1.31241
-8029.47,0.668352,0.105792,4,31,0,8034.63,0.0282431,9.46254,-6.97356,-7.44023,-6.92176,-6.92629,-6.78326,-6.98134,-0.110987,1.32635
-8033.65,0.953313,0.105792,4,15,0,8037.48,0.0277767,15.0566,-6.92106,-7.65557,-6.93352,-6.88318,-6.90079,-7.16015,-1.22898,1.32018
-8034.14,0.882532,0.105792,4,15,0,8038.29,0.0275542,14.4532,-6.84583,-7.63545,-6.97232,-6.90959,-6.88524,-7.02915,-1.60131,1.31724
-8031.97,0.990038,0.105792,5,63,0,8037.69,0.0317038,8.52316,-7.0709,-7.65604,-7.15293,-7.12747,-7.14728,-7.23757,0.798608,1.37305
-8035.23,0.647369,0.105792,3,11,0,8038.58,0.0296055,8.4146,-7.09488,-7.68575,-7.10935,-7.19952,-7.10294,-7.24356,1.1998,1.34454
-8030.77,0.980484,0.105792,4,15,0,8035.91,0.0308325,8.12341,-7.13982,-7.60404,-7.15846,-7.1601,-7.08011,-7.25728,0.703961,1.36114
-8033.64,0.787047,0.105792,4,15,0,8037.49,0.0305073,6.62027,-7.02389,-7.6654,-7.05714,-6.91255,-7.11287,-7.27162,1.44594,1.35672
-8032.33,0.940674,0.105792,4,31,0,8037.25,0.0290131,12.1271,-7.05995,-7.5521,-6.9983,-7.09015,-7.03669,-6.90016,-1.04238,1.3366
-8029.62,0.987719,0.105792,4,15,0,8035.08,0.0287488,11.4311,-6.94294,-7.49601,-6.99602,-6.99033,-6.96614,-7.10899,-1.6344,1.33307
-8027.58,0.578226,0.105792,4,31,0,8034.88,0.0274361,5.6894,-6.91889,-7.52448,-6.89858,-6.82084,-6.92254,-6.95464,-0.319991,1.31569
-8028.51,0.967975,0.105792,3,15,0,8033.22,0.0280518,6.48128,-6.81932,-7.45054,-6.96618,-6.83681,-6.92332,-7.01753,-0.802845,1.32382
-8030.03,0.486714,0.105792,4,31,0,8035.78,0.0288754,6.63821,-7.03159,-7.4744,-6.90688,-6.88297,-6.96275,-6.99838,-1.41802,1.33476
-8028.5,0.764984,0.105792,5,63,0,8036.57,0.0261554,4.1645,-6.76047,-7.40126,-6.86068,-6.73379,-6.78792,-6.9201,-1.86291,1.29895
-8029.89,0.866754,0.105792,5,63,0,8031.92,0.026732,4.1296,-6.94961,-7.37602,-6.82035,-6.78831,-6.95121,-6.85015,-1.59966,1.30646
-8030.17,0.985533,0.105792,5,47,0,8035.01,0.0263469,13.8735,-6.85189,-7.28494,-6.80952,-6.85322,-6.74545,-6.96281,0.107721,1.30144
-8031.15,0.863382,0.105792,5,63,0,8034.21,0.0250587,6.92543,-6.71958,-7.36234,-6.68097,-6.62244,-6.78085,-6.76571,1.16842,1.28478
-8030.06,0.974054,0.105792,6,63,0,8035,0.0248579,5.81217,-6.78357,-7.21397,-6.75769,-6.69815,-6.61224,-6.89918,-2.65277,1.2822
-8031.16,0.989912,0.105792,4,15,0,8033.2,0.0242503,5.85561,-6.74357,-7.24559,-6.66177,-6.57461,-6.73328,-6.98773,-2.44107,1.27443
-8030.27,0.974097,0.105792,4,15,0,8036.56,0.0252804,6.32329,-6.68706,-7.2823,-6.76473,-6.62076,-6.71613,-6.7448,-2.55141,1.28763
-8027.96,0.99856,0.105792,4,15,0,8034.17,0.0255192,5.6512,-6.786,-7.32915,-6.71839,-6.67899,-6.69781,-6.95339,-0.838874,1.29071
-8027.7,0.975519,0.105792,3,15,0,8035.31,0.0251885,5.62906,-6.7936,-7.3368,-6.70369,-6.70709,-6.72422,-6.91192,-1.09757,1.28645
-8028.35,0.957267,0.105792,4,31,0,8031.13,0.0255984,6.0531,-6.7542,-7.38929,-6.70808,-6.75038,-6.72374,-6.93553,-1.07973,1.29173
-8028.57,0.999205,0.105792,4,15,0,8030.39,0.025148,6.12296,-6.74868,-7.41459,-6.72873,-6.69027,-6.70123,-6.95077,-1.16445,1.28593
-8029.29,0.913823,0.105792,4,15,0,8031.96,0.0263264,5.53202,-6.70692,-7.35535,-6.80998,-6.68843,-6.74473,-6.94324,-0.243085,1.30117
-8029.82,0.840033,0.105792,4,15,0,8033.6,0.0259354,4.8138,-6.88587,-7.33585,-6.77921,-6.76182,-6.85398,-6.87962,0.250741,1.29609
-8030.31,0.913949,0.105792,4,31,0,8035.03,0.0269218,9.08045,-6.74834,-7.43411,-6.91156,-6.81875,-6.7191,-6.96856,-0.0630356,1.30894
-8033.3,0.992883,0.105792,4,15,0,8035.71,0.0262354,4.7241,-6.90096,-7.30349,-6.76629,-6.91437,-7.00612,-6.81843,-0.386451,1.29999
-8034.02,0.858751,0.105792,4,15,0,8036.96,0.0257718,4.91119,-6.91245,-7.32259,-6.77635,-6.92706,-6.97875,-6.80926,-0.33972,1.29397
-8033.5,0.999047,0.105792,4,31,0,8041.02,0.0260924,11.5671,-6.79926,-7.4639,-6.85132,-6.76834,-6.62166,-7.08514,0.63141,1.29813
-8031.39,0.975692,0.105792,5,47,0,8041.56,0.0311659,4.28337,-7.21694,-7.83069,-7.17989,-7.09591,-7.1171,-7.26636,-1.39518,1.36569
-8030.45,0.998254,0.105792,5,31,0,8032.99,0.0324041,7.10058,-7.15789,-7.76233,-7.23247,-7.23336,-7.19787,-7.2375,-1.68724,1.3827
-8032.64,0.966007,0.105792,6,63,0,8035.56,0.0325637,12.1076,-7.25714,-7.75518,-7.21532,-7.08261,-7.33555,-7.27125,-0.643222,1.38491
-8032.61,0.997562,0.105792,5,63,0,8041.6,0.0252841,5.08396,-6.80519,-7.4556,-6.75981,-6.65466,-6.59178,-6.70086,-0.261343,1.28768
-8031.23,0.989296,0.105792,4,31,0,8035.89,0.0249115,4.57323,-6.67594,-7.17454,-6.74581,-6.68311,-6.78066,-7.00973,-2.70301,1.28289
-8033.42,0.855659,0.105792,4,31,0,8039.64,0.0239599,6.28232,-6.63638,-7.34592,-6.72931,-6.50837,-6.58666,-6.93806,-2.20075,1.27074
-8029.48,0.996845,0.105792,5,63,0,8034.75,0.0267033,7.44583,-6.81774,-7.34401,-6.83132,-6.7954,-6.76567,-6.82664,0.993334,1.30608
-8029.81,0.993775,0.105792,4,15,0,8034.08,0.025903,10.1959,-6.79359,-7.43528,-6.78954,-6.78135,-6.8682,-6.99718,-1.3473,1.29567
-8030.47,0.971857,0.105792,4,31,0,8037.2,0.0270372,6.87633,-6.98107,-7.46958,-6.84564,-6.82218,-7.02321,-6.90961,-1.7802,1.31045
-8027.49,0.97665,0.105792,4,15,0,8032.94,0.0276235,5.68856,-6.9829,-7.4214,-6.88792,-6.89184,-6.88567,-6.99873,-1.19339,1.31816
-8028.35,0.737585,0.105792,4,15,0,8032.16,0.0278466,7.47642,-6.86602,-7.50293,-6.87527,-6.89908,-7.0162,-6.96363,-0.775478,1.3211
-8029.59,0.999178,0.105792,4,31,0,8032.15,0.0284757,9.41536,-6.94527,-7.52363,-6.96304,-6.77685,-7.04308,-7.00471,-1.48007,1.32944
-8031.4,0.916242,0.105792,5,47,0,8035.93,0.0298556,3.90893,-7.10836,-7.68498,-7.0573,-7.06703,-6.90731,-7.05233,-1.15093,1.34791
-8030.91,0.722586,0.105792,5,63,0,8037.12,0.0278224,8.45275,-6.89058,-7.40268,-6.86027,-6.71373,-6.85465,-6.99784,-1.81633,1.32078
-8028.63,1,0.105792,4,31,0,8033.1,0.0264548,7.7182,-6.86624,-7.32159,-6.8576,-6.68381,-6.90647,-6.98143,-0.968615,1.30284
-8031.96,0.989528,0.105792,4,15,0,8034.53,0.0265443,7.84817,-6.82029,-7.41768,-6.82789,-6.92041,-6.72305,-7.18198,-0.91288,1.30401
-8033.38,0.94417,0.105792,3,7,0,8034.5,0.0270088,7.80896,-6.84587,-7.42599,-6.82232,-6.95221,-6.66203,-7.1852,-0.735357,1.31008
-8028.51,0.598819,0.105792,4,15,0,8039.91,0.0271134,6.62756,-6.87174,-7.3428,-6.87489,-6.76103,-6.84629,-6.89867,-2.19568,1.31145
-8027.88,0.980286,0.105792,5,31,0,8030.81,0.0266656,6.60473,-6.89747,-7.44672,-6.81931,-6.8442,-6.82764,-6.86127,-0.170935,1.30559
-8032.66,0.689586,0.105792,4,15,0,8038.19,0.0271374,7.21325,-6.81329,-7.3908,-6.80622,-6.64625,-7.0219,-7.03376,0.307834,1.31177
-8031.49,0.973345,0.105792,4,15,0,8034.32,0.0288437,7.51242,-7.05751,-7.55592,-7.00213,-7.10648,-6.80515,-6.98075,-0.94443,1.33434
-8028.1,0.805227,0.105792,4,15,0,8033.43,0.028913,8.50532,-6.99327,-7.54048,-6.98713,-6.97103,-6.92574,-6.96999,-1.07202,1.33526
-8029.32,0.940027,0.105792,4,15,0,8030.6,0.0283873,8.27097,-7.01999,-7.49625,-7.02228,-6.96004,-6.93423,-6.94566,-1.0947,1.32826
-8031.12,0.963655,0.105792,4,31,0,8036.52,0.029411,7.41664,-7.09366,-7.6844,-7.01716,-7.0856,-7.07189,-7.19693,0.726173,1.34193
-8032.25,0.999518,0.105792,5,63,0,8036.05,0.028339,19.2288,-7.04937,-7.51219,-6.9608,-6.96961,-7.00465,-7.03951,-0.49004,1.32762
-8028.45,1,0.105792,5,31,0,8033.44,0.0290515,4.45209,-7.06274,-7.58358,-6.99017,-6.95079,-7.01402,-7.12309,-1.11062,1.33712
-8029.05,0.765684,0.105792,5,63,0,8032.41,0.0282774,5.68425,-6.88345,-7.48797,-6.9989,-6.98445,-7.02854,-7.0117,-0.252287,1.32681
-8030.35,0.928291,0.105792,4,31,0,8033.3,0.0298198,8.22705,-7.09653,-7.5961,-6.99902,-6.87976,-7.13774,-7.07552,-0.0207016,1.34743
-8030.72,0.946858,0.105792,4,15,0,8033.59,0.0285999,7.22011,-6.95211,-7.56668,-6.9266,-7.08039,-6.89927,-7.08845,0.874088,1.33109
-8031.87,0.979737,0.105792,4,15,0,8033.63,0.0287247,7.27646,-7.02473,-7.52964,-7.04732,-6.78951,-6.93775,-7.06945,1.33221,1.33275
-8031.75,0.840839,0.105792,4,31,0,8041.06,0.0288105,6.92422,-6.99861,-7.60264,-7.03382,-6.88232,-6.94651,-7.14288,1.69842,1.3339
-8032.42,0.961832,0.105792,5,63,0,8039.02,0.0308058,8.79515,-7.106,-7.67449,-7.17942,-7.11596,-7.24635,-7.16246,1.59648,1.36078
-8031.05,0.941242,0.105792,4,15,0,8035.06,0.0308712,9.1362,-7.11576,-7.61586,-7.07032,-7.11782,-7.18465,-7.14776,0.811199,1.36167
-8032.94,0.929477,0.105792,5,31,0,8037.03,0.0296587,4.19977,-7.03374,-7.72008,-6.94508,-6.96594,-6.92879,-7.13194,-2.65484,1.34526
-8031.4,0.99998,0.105792,4,31,0,8035.99,0.0288258,6.58414,-7.05531,-7.47745,-7.09224,-6.94733,-6.90934,-7.07829,-1.93202,1.3341
-8032.64,0.958721,0.105792,5,47,0,8039.33,0.0245895,8.48137,-6.78997,-7.11003,-6.60984,-6.57056,-6.72053,-6.86943,-0.715347,1.27877
-8030.03,0.999966,0.105792,4,15,0,8036.13,0.0239056,8.51002,-6.78724,-7.15995,-6.67312,-6.6179,-6.64231,-6.88935,-0.774117,1.27005
-8030.81,0.91691,0.105792,4,31,0,8036.71,0.025153,6.38351,-6.62213,-7.30818,-6.75823,-6.68991,-6.62375,-6.97659,0.0769424,1.28599
-8030.74,0.96362,0.105792,4,15,0,8033.3,0.0262022,6.37062,-6.85717,-7.26082,-6.81821,-6.70741,-6.8526,-6.69937,-0.837001,1.29955
-8029.15,0.922272,0.105792,4,15,0,8036.44,0.0252312,4.81043,-6.79408,-7.32527,-6.7443,-6.76702,-6.89308,-6.80139,-1.77862,1.287
-8027.69,0.951053,0.105792,4,15,0,8034.28,0.0250629,5.03036,-6.75186,-7.31518,-6.75376,-6.72237,-6.65732,-6.81201,-0.729452,1.28483
-8027.73,0.906912,0.105792,5,31,0,8029.09,0.0241355,6.2641,-6.68428,-7.19243,-6.66115,-6.61693,-6.70949,-6.78877,-1.66752,1.27297
-8031.1,0.97455,0.105792,5,63,0,8035.38,0.028548,3.34037,-6.91853,-7.60392,-6.95408,-6.95086,-6.96394,-7.1437,-1.33436,1.3304
-8029,0.998371,0.105792,4,15,0,8033.32,0.02829,6.54209,-7.01597,-7.47274,-6.98669,-6.81811,-6.85045,-7.08327,-1.69335,1.32697
-8028.64,0.9907,0.105792,5,47,0,8030.76,0.0273607,7.49745,-6.78086,-7.4254,-6.88187,-6.9228,-6.93247,-6.93379,-0.599233,1.3147
-8035.04,0.73496,0.105792,4,15,0,8038.28,0.0270161,14.1237,-7.00174,-7.51221,-6.92016,-6.74978,-6.97212,-6.79264,-0.118026,1.31017
-8030.74,0.798456,0.105792,4,15,0,8038.81,0.0277212,8.37635,-6.82169,-7.37841,-6.89573,-6.95113,-6.82337,-7.14722,-1.22006,1.31945
-8030.22,0.962895,0.105792,4,31,0,8037.14,0.0288324,14.758,-7.02142,-7.57511,-7.02655,-6.98855,-7.03463,-7.05227,-0.392133,1.33419
-8032.96,0.852838,0.105792,4,15,0,8035.45,0.0290841,16.9768,-7.05918,-7.63469,-7.0495,-7.02748,-7.08086,-7.00922,-1.22976,1.33755
-8034.39,0.952789,0.105792,5,31,0,8037.89,0.0308053,16.2507,-7.00121,-7.60746,-7.12296,-6.99164,-7.01851,-7.25145,0.967317,1.36077
-8034.29,1,0.105792,4,15,0,8039.14,0.0295469,17.1741,-6.99494,-7.66091,-7.10097,-6.90438,-7.01917,-7.27385,0.832898,1.34376
-8030.8,0.976379,0.105792,5,31,0,8038.73,0.027373,6.02503,-6.86089,-7.63594,-6.92003,-6.87353,-6.87802,-6.84367,-0.462866,1.31486
-8027.37,1,0.105792,4,31,0,8032.33,0.0269809,6.10939,-6.83681,-7.40526,-6.83642,-6.75866,-6.93001,-6.92634,-1.28863,1.30971
-8027.11,0.986824,0.105792,5,63,0,8029.65,0.0268465,6.00507,-6.85754,-7.42153,-6.85052,-6.76771,-6.93425,-6.95008,-1.29796,1.30795
-8029.41,0.704005,0.105792,5,47,0,8032.92,0.0271333,6.16206,-6.85947,-7.43377,-6.89794,-6.83543,-6.74851,-6.78728,-0.617728,1.31171
-8029.73,0.986854,0.105792,5,63,0,8033.41,0.0280138,12.4648,-6.90462,-7.4361,-6.90863,-6.84419,-6.9861,-7.11855,-0.733703,1.32331
-8030.76,0.943916,0.105792,4,31,0,8035.31,0.0284537,11.6394,-7.0078,-7.48768,-7.0097,-6.93521,-6.8602,-7.1892,-0.347382,1.32915
-8029.91,0.999902,0.105792,5,63,0,8033.72,0.0275624,3.7259,-6.88122,-7.44413,-6.88703,-6.80763,-6.9553,-6.84881,-1.27135,1.31735
-8029.22,0.699932,0.105792,5,47,0,8034.48,0.0281743,7.11366,-6.94702,-7.47544,-6.98365,-6.79724,-6.96214,-7.09787,-2.18531,1.32544
-8029.1,0.670488,0.105792,4,31,0,8034.26,0.0282206,5.94893,-6.92858,-7.44512,-6.99186,-6.80788,-7.00032,-7.03703,-2.31774,1.32605
-8030.95,0.943919,0.105792,5,63,0,8036.29,0.0222437,5.89026,-6.46716,-6.99387,-6.57272,-6.459,-6.49498,-6.68005,-1.32493,1.24912
-8032.71,0.998834,0.105792,4,15,0,8033.95,0.0213075,4.49487,-6.58538,-7.06731,-6.4576,-6.61645,-6.40676,-6.69711,-2.3719,1.23748
-8033.42,0.991559,0.105792,4,15,0,8036.86,0.0218229,4.96952,-6.48926,-7.04291,-6.57403,-6.36126,-6.61598,-6.53044,-0.478394,1.24387
-8033.52,0.906135,0.105792,4,15,0,8038.77,0.0220627,4.6449,-6.5056,-7.1107,-6.51132,-6.3207,-6.56502,-6.55334,-0.459469,1.24686
-8031.6,0.999174,0.105792,6,63,0,8037.48,0.0243914,12.2683,-6.69674,-7.36054,-6.70154,-6.55299,-6.78605,-6.77199,-0.944191,1.27623
-8030.06,0.999963,0.105792,5,31,0,8033.64,0.0237887,5.13519,-6.57101,-7.17788,-6.62763,-6.66823,-6.64392,-6.78842,0.186042,1.26857
-8029.59,0.688033,0.105792,5,47,0,8035.39,0.0254318,6.79064,-6.81924,-7.28692,-6.80524,-6.60087,-6.72991,-6.74184,-1.17653,1.28958
-8027.85,0.953415,0.105792,4,31,0,8032.03,0.0255315,5.18404,-6.80428,-7.38879,-6.77984,-6.75362,-6.77655,-6.87912,-2.07957,1.29087
-8031.78,0.986797,0.105792,5,31,0,8034.4,0.0245447,10.7669,-6.74469,-7.3867,-6.65773,-6.68658,-6.65507,-6.71215,0.883235,1.27819
-8028.81,0.9243,0.105792,4,15,0,8036.07,0.0249607,8.53557,-6.68674,-7.17025,-6.74043,-6.7172,-6.67082,-6.82256,0.0890188,1.28352
-8029.37,0.997108,0.105792,4,15,0,8030.7,0.0242874,7.9279,-6.77685,-7.13381,-6.67922,-6.71459,-6.69043,-6.78404,0.104705,1.27491
-8030.32,0.962419,0.105792,5,63,0,8033.72,0.0281556,6.4549,-7.03423,-7.43316,-6.98386,-6.95685,-6.84468,-6.88642,-1.4009,1.32519
-8029.05,0.966762,0.105792,4,31,0,8036.07,0.0270997,7.02243,-6.7883,-7.37312,-6.86989,-6.97607,-6.89203,-6.96944,-0.237825,1.31127
-8028.59,0.893385,0.105792,4,15,0,8030.96,0.0261818,8.27179,-6.90336,-7.42432,-6.84182,-6.77356,-6.78473,-6.88363,-1.15046,1.29929
-8029.43,0.917492,0.105792,4,15,0,8035.32,0.0276808,7.28606,-6.92366,-7.38178,-6.87843,-6.70128,-6.96988,-6.95566,-0.767396,1.31891
-8030.8,0.999178,0.105792,5,47,0,8033.45,0.0276594,3.94426,-6.90773,-7.54494,-6.94077,-7.05014,-6.82816,-7.02046,-2.09858,1.31863
-8029.84,0.957803,0.105792,4,15,0,8032.06,0.0280803,3.87411,-6.92907,-7.56895,-6.91591,-7.03091,-6.85561,-7.03258,-2.2023,1.32419
-8030.06,0.995556,0.105792,5,47,0,8034.05,0.0291023,11.4696,-7.01751,-7.54413,-6.99967,-6.85181,-7.11548,-7.115,0.42591,1.3378
-8030.13,0.780824,0.105792,5,47,0,8035.25,0.0272683,3.99511,-6.88726,-7.44695,-6.85594,-6.81444,-6.67527,-7.03178,-1.76548,1.31348
-8028.71,0.991412,0.105792,4,31,0,8031.89,0.027321,3.51858,-6.86614,-7.4236,-6.8625,-6.85239,-6.87535,-6.89,-2.60472,1.31418
-8030.82,0.991523,0.105792,4,15,0,8032.3,0.0266772,2.62921,-6.83678,-7.45501,-6.85755,-6.71989,-6.8833,-6.95382,-3.59838,1.30574
-8030.46,0.99134,0.105792,4,15,0,8032.54,0.0263124,3.85944,-6.88168,-7.30521,-6.83016,-6.86002,-6.74454,-6.90203,-3.46068,1.30099
-8029.69,0.954766,0.105792,5,31,0,8033.7,0.0261078,7.62296,-6.75549,-7.44947,-6.83689,-6.67545,-6.83901,-6.91806,0.771773,1.29833
-8030.35,0.98904,0.105792,4,15,0,8032.16,0.0260753,6.44833,-6.78814,-7.38389,-6.85139,-6.63609,-6.81689,-6.98944,0.811965,1.29791
-8034.71,0.954491,0.105792,5,31,0,8039.34,0.0205686,14.5508,-6.47468,-6.97826,-6.41262,-6.4469,-6.33579,-6.7094,-1.17548,1.22837
-8031.67,0.986962,0.105792,4,31,0,8041.17,0.0226448,8.64707,-6.58128,-7.15172,-6.6162,-6.55265,-6.42166,-6.64201,0.827721,1.25414
-8033.11,0.763542,0.105792,5,47,0,8038.87,0.0225727,6.53078,-6.61259,-7.00472,-6.63349,-6.5991,-6.7045,-6.83038,-2.02159,1.25323
-8035.12,1,0.105792,4,31,0,8037.48,0.0198869,4.90892,-6.46859,-7.10564,-6.46438,-6.37337,-6.28405,-6.49751,-1.05449,1.22002
-8032.57,0.993355,0.105792,6,63,0,8039.85,0.0263841,5.18425,-6.80039,-7.29725,-6.88499,-6.87573,-6.95416,-7.13895,-1.05501,1.30192
-8032.14,0.942017,0.105792,4,31,0,8038.84,0.0267842,3.7756,-6.857,-7.48976,-6.80499,-6.9437,-6.71839,-6.82057,-1.23487,1.30714
-8029.34,0.999721,0.105792,5,47,0,8035.9,0.0280275,5.98708,-6.92581,-7.37154,-6.95782,-6.9642,-6.91676,-6.97571,-2.39174,1.32349
-8031.46,0.962256,0.105792,4,31,0,8034.06,0.0286898,5.93528,-6.99447,-7.41184,-6.96812,-7.12033,-7.01072,-6.93639,-1.8152,1.33229
-8030.84,0.987732,0.105792,5,63,0,8035.89,0.0270779,7.27599,-6.84409,-7.5433,-6.87399,-6.75375,-6.90024,-6.99172,-2.90194,1.31099
-8033.11,0.987712,0.105792,5,63,0,8036.24,0.0315403,12.4443,-7.11777,-7.89492,-7.20223,-7.08348,-7.22807,-7.23505,-1.61179,1.37081
-8030.27,0.999885,0.105792,5,63,0,8036.21,0.0275433,7.01445,-6.90562,-7.34056,-6.90242,-6.88926,-6.94537,-7.01104,1.33529,1.3171
-8028.91,0.916443,0.105792,4,15,0,8033.34,0.0267928,9.91102,-6.82769,-7.48858,-6.88666,-6.71542,-6.87473,-6.91407,-0.314272,1.30725
-8033.07,0.733471,0.105792,5,31,0,8036.13,0.0273933,8.88926,-6.89437,-7.66568,-6.9741,-6.83348,-6.77991,-7.03688,-0.0942583,1.31513
-8034.58,0.996585,0.105792,5,47,0,8040.04,0.0316122,6.81849,-7.15975,-7.53814,-7.10674,-7.15117,-7.31139,-7.22177,-0.607429,1.3718
-8031,0.998982,0.105792,4,15,0,8038.5,0.0315331,9.27668,-7.08272,-7.68932,-7.15274,-7.03433,-7.14852,-7.31977,-1.04482,1.37071
-8031.69,0.996264,0.105792,4,15,0,8036.72,0.031542,10.6122,-7.22426,-7.77603,-7.11834,-7.13159,-7.13317,-7.33626,-0.320841,1.37083
-8030.41,0.987066,0.105792,4,15,0,8033.7,0.0310701,8.98081,-7.11204,-7.7299,-7.1582,-7.10772,-7.23552,-7.06054,0.168652,1.36438
-8029.22,0.762428,0.105792,4,31,0,8035.84,0.028722,5.38618,-6.98347,-7.55685,-6.99134,-6.98688,-7.06977,-7.11278,0.253445,1.33272
-8030.63,0.840257,0.105792,4,31,0,8032.3,0.0301284,9.87812,-7.05836,-7.6102,-7.00602,-6.98068,-6.98664,-7.10672,-1.42448,1.35159
-8032.46,0.93794,0.105792,4,15,0,8035.12,0.028247,5.98577,-6.98191,-7.56019,-7.03857,-6.92113,-6.92791,-7.2439,0.0554032,1.3264
-8039.02,0.988667,0.105792,4,15,0,8042.3,0.029606,7.52301,-7.16916,-7.74303,-7.12032,-7.03519,-7.22344,-6.86329,-1.88617,1.34455
-8032.09,0.965263,0.105792,4,15,0,8041.6,0.0301811,8.72916,-7.14125,-7.64473,-7.14938,-7.03809,-7.07278,-6.97147,-1.76276,1.35231
-8031,0.999137,0.105792,5,47,0,8038.03,0.0261833,6.03511,-6.86415,-7.34938,-6.84165,-6.58901,-6.87024,-6.96647,0.559915,1.29931
